000 A Sea Zone  (14126,656)  (14050,581)  (14128,804)  (13975,506)  (14075,506)  (13950,619)  (14028,847)  (14128,879)  (13900,431)  (14000,431)  (14100,431)  (13875,523)  (14028,922)  (13834,948)  (14128,954)  (13825,356)  (13925,356)  | overflowToLeft=false
Grodno  (6679,2169)  (6742,2152)  (6809,2127)  (6848,2184)  (6778,2194)  (6698,2208)  (6859,2135)  | overflowToLeft=true
Grozny-Chechnya  (7703,2846)  (7757,2901)  (7647,2791)  (7643,2858)  (7763,2841)  | overflowToLeft=false
Guadalcanal-Solomon Is.  (14369,6403)  (14237,6328)  (14162,6280)  (14178,6213)  (14283,6260)  (14061,6189)  (13998,6119)  (13914,6072)  | overflowToLeft=false
Guatemala  (692,3925)  (638,3862)  | overflowToLeft=false
Gujarat  (8851,4192)  (8866,4119)  (8711,4186)  (8653,4238)  (8629,4166)  | overflowToLeft=true
Haditha-Rutbah  (7591,3883)  (7518,3872)  (7597,3812)  (7482,3757)  (7473,3684)  (7555,3640)  (7605,3708)  | overflowToLeft=false
Haichow-Lunghai  (11150,3353)  (11204,3408)  (11098,3408)  (11141,3298)  (11201,3298)  (11210,3353)  (11054,3463)  (11167,3243)  (11227,3243)  (11038,3408)  | overflowToLeft=false
Haikou-Hainan  (10850,4340)  | overflowToLeft=false
Hail  (7477,4279)  (7399,4271)  (7358,4195)  (7354,4129)  (7495,4138)  (7548,4212)  | overflowToLeft=false
Hailar-Hsingan  (10701,2784)  (10630,2843)  (10543,2890)  (10457,2912)  (10394,2851)  (10283,2802)  (10199,2768)  (10779,2823)  (10783,2751)  (10834,2669)  | overflowToLeft=false
Halfa  (6782,4801)  (6757,4879)  (6679,4747)  (6596,4759)  (6620,4822)  | overflowToLeft=false
Halifax-Nova Scotia  (1779,2071)  (1864,2023)  (1948,1984)  (1753,1924)  | overflowToLeft=false
Halmahera-Maluku Is.  (11902,5530)  | overflowToLeft=false


Hamburg  (5790,2010)  (5655,1909)  (5715,1900)  (5620,1980)  (5825,2108)  (5825,2058)  (5705,2002)  (5855,1975)  | overflowToLeft=false


Hanoi-Tonkin  (10530,4175)  (10666,4220)  (10580,4304)  (10590,4377)  (10607,4145)  | overflowToLeft=false
Harbin  (11471,2414)  (11473,2469)  (11467,2359)  (11527,2358)  (11413,2471)  (11486,2303)  (11546,2303)  (11448,2526)  (11388,2526)  (11328,2556)  (11606,2266)  (11517,2248)  (11461,2581)  (11401,2581)  (11459,2636)  (11399,2636)  | overflowToLeft=false
Havana-Cuba  (1177,3461)  (1101,3440)  (1021,3451)  (960,3479)  | overflowToLeft=false
Hawaiian Is.  (14947,4207)  (15007,4209)  (14951,4256)  (14994,4153)  | overflowToLeft=false
Helsinki  (6720,1245)  (6608,1257)  (6719,1185)  (6640,1150)  (6710,1128)  | overflowToLeft=false
Herat  (8564,3339)  (8624,3293)  (8516,3414)  | overflowToLeft=false
Himalayas  (9209,3440)  (9181,3351)  (9290,3478)  | overflowToLeft=false
Hiroshima  (11929,3280)  (11930,3332)  (11999,3213)  | overflowToLeft=true
Hokkaido  (12317,2315)  (12409,2459)  (12328,2444)  (12268,2514)  (12320,2381)  | overflowToLeft=true
Hollandia-Dutch New Guinea  (12707,5860)  (12761,5915)  (12701,5915)  (12651,5805)  (12711,5805)  (12647,5860)  (12767,5860)  (12771,5796)  (12816,5970)  (12756,5970)  (12644,5750)  (12821,5915)  (12591,5805)  (12587,5881)  (12827,5851)  | overflowToLeft=false
Honduras  (775,3946)  (847,3924)  | overflowToLeft=false
Hong Kong-Kwangtung  (11032,4038)  (11012,4093)  (11015,3983)  (11075,3983)  (11092,4038)  | overflowToLeft=false
Honolulu-Pearl Harbor  (14722,3979)  (14790,4024)  (14880,4073)  (14665,3911)  | overflowToLeft=false
Hopei  (10865,3155)  (10897,3210)  (10837,3210)  (10826,3100)  (10886,3100)  (10925,3155)  (10777,3242)  (10854,3045)  (10771,3297)  | overflowToLeft=false
Hunan  (10662,3766)  (10716,3821)  (10656,3821)  (10606,3711)  (10666,3711)  (10602,3766)  (10722,3766)  (10726,3702)  (10596,3831)  (10764,3876)  (10704,3876)  (10606,3656)  (10542,3776)  (10644,3886)  (10786,3729)  (10665,3941)  | overflowToLeft=false
Hyderabad  (9033,4437)  (9087,4492)  (9027,4492)  (8977,4382)  (8973,4437)  (9093,4387)  (8967,4493)  (9085,4547)  | overflowToLeft=false
Iceland  (4035,726)  (4089,671)  (3975,720)  (4095,726)  | overflowToLeft=false
Idaho  (16272,2086)  (16326,2141)  (16266,2141)  (16219,2031)  (16279,2031)  (16206,2151)  (16381,2196)  (16321,2196)  (16219,1976)  (16386,2095)  (16261,2206)  (16229,1921)  (16441,2150)  (16441,2205)  (16238,1866)  | overflowToLeft=false
Irkutsk  (10576,1734)  (10630,1789)  (10570,1789)  (10520,1679)  (10580,1679)  (10516,1734)  (10636,1734)  (10640,1670)  (10510,1799)  (10678,1844)  (10618,1844)  (10465,1624)  (10525,1624)  (10690,1789)  (10460,1679)  (10456,1744)  | overflowToLeft=false
Isfahan  (8112,3534)  (8166,3589)  (8106,3589)  (8056,3479)  (8116,3479)  (8052,3534)  (8172,3534)  (8176,3471)  (7992,3547)  | overflowToLeft=false
Istanbul  (6678,3290)  (6782,3198)  | overflowToLeft=false
Istria  (5891,2770)  (5875,2836)  (5951,2793)  | overflowToLeft=false
Italian Somaliland  (7390,5400)  (7330,5421)  (7450,5370)  | overflowToLeft=false
Ivory Coast  (4708,5292)  (4815,5262)  (4820,5175)  (4664,5063)  (4622,5130)  (4502,5083)  | overflowToLeft=false
Iwo Jima-Bonin Is.  (12942,3793)  (12943,3735)  (12943,3680)  (12933,3851)  | overflowToLeft=false
Jamaica  (1229,3731)  | overflowToLeft=false
Jehol-Rehe  (11034,2710)  (11088,2765)  (11028,2765)  (10978,2655)  (11038,2655)  (10974,2710)  (11094,2710)  (11098,2646)  (11016,2600)  (11148,2765)  (10914,2762)  (10914,2707)  (11076,2591)  (11136,2591)  (11057,2536)  (11117,2536)  | overflowToLeft=false
Johnston Is.  (14445,4755)  | overflowToLeft=false
Jordan  (7193,3962)  (7266,3961)  (7224,3830)  (7336,3847)  (7394,3779)  (7307,3773)  (7407,3841)  | overflowToLeft=false
Juba-S.Sudan  (6637,5198)  (6608,5302)  (6762,5145)  (6855,5117)  (6688,5329)  (6773,5281)  (6846,5186)  | overflowToLeft=false
Juneau  (15720,1276)  (15793,1350)  (15495,1094)  | overflowToLeft=false


Juteland  (5785,1690)  (5800,1563)  (5859,1563)  (5726,1688)  (5739,1635)  (5849,1646)  (5869,1607)  (5884,1512)  (5752,1565)  | overflowToLeft=true


Kabul  (8653,3411)  (8605,3466)  (8692,3356)  | overflowToLeft=false
Kalahari  (6152,6751)  (6151,6824)  (6179,6903)  (6200,6971)  (6275,7008)  (6305,6794)  (6321,6697)  (6363,6629)  | overflowToLeft=false
Kamchatka  (12791,1764)  (12808,1698)  (12732,1652)  (12643,1660)  (12632,1736)  (12651,1809)  (12664,1873)  (12705,1938)  | overflowToLeft=false
Kanchow  (10902,3791)  (10929,3846)  (10869,3846)  (10853,3736)  (10913,3736)  (10880,3681)  | overflowToLeft=false
Kandahar  (8545,3592)  (8565,3647)  (8507,3537)  (8505,3650)  (8605,3551)  | overflowToLeft=false
Kansas-Oklahoma  (219,2534)  (273,2589)  (213,2589)  (163,2479)  (223,2479)  (159,2534)  (279,2534)  (283,2470)  (328,2644)  (268,2644)  (154,2424)  (214,2424)  (333,2589)  (339,2525)  (343,2424)  (383,2699)  (323,2699)  (263,2699)  | overflowToLeft=false
Karachi  (8560,3904)  (8610,3959)  (8550,3959)  (8531,3849)  (8591,3849)  (8490,3994)  (8651,3813)  (8638,4014)  (8578,4014)  (8521,3794)  (8588,4069)  (8472,3739)  (8532,3739)  | overflowToLeft=false
Karelia  (6984,990)  (6908,975)  (6858,914)  (6887,848)  (6961,804)  (6895,763)  (6971,738)  | overflowToLeft=false
Kashmire  (8923,3299)  (8977,3354)  (8867,3244)  (8927,3244)  | overflowToLeft=false
Katanga  (6342,5970)  (6396,6025)  (6336,6025)  (6286,5915)  (6346,5915)  (6282,5970)  (6402,5970)  (6406,5906)  (6276,6035)  (6451,6080)  (6391,6080)  (6231,5860)  (6291,5860)  (6456,6025)  (6226,5915)  (6222,5980)  (6351,5851)  | overflowToLeft=false
Kazan  (8001,1599)  (8055,1654)  (7995,1654)  (7945,1544)  (8005,1544)  (7941,1599)  (8061,1599)  (8065,1535)  (7935,1664)  (8110,1709)  (8050,1709)  (8115,1654)  (8062,1480)  | overflowToLeft=false
Kendari-E.Celebs  (11548,5784)  (11568,5843)  (11545,5725)  (11583,5671)  | overflowToLeft=false
Kentucky-Tennessee  (843,2575)  (897,2630)  (837,2630)  (821,2520)  (881,2520)  (783,2575)  (903,2575)  (777,2640)  (941,2491)  (957,2630)  (963,2546)  (717,2642)  | overflowToLeft=false
Kenya  (7020,5654)  (7074,5709)  (7014,5709)  (6964,5599)  (7024,5599)  (6960,5654)  (7080,5654)  (7084,5590)  (6954,5719)  (7110,5764)  (7050,5764)  (7134,5709)  (6904,5599)  (6900,5664)  (6990,5774)  (7140,5645)  (7144,5567)  | overflowToLeft=false
Kerman  (8173,3839)  (8227,3894)  (8167,3894)  (8123,3784)  (8233,3835)  (8107,3892)  (8179,3949)  (8142,3729)  | overflowToLeft=false
Khabarovsk  (11716,2003)  (11770,2058)  (11710,2058)  (11660,1948)  (11720,1948)  (11656,2003)  (11776,2003)  (11780,1939)  (11650,2068)  (11802,2113)  (11742,2113)  (11616,1893)  (11676,1893)  (11830,2058)  (11600,1948)  (11596,2013)  | overflowToLeft=false
Khanty-Mansiysk  (8761,1125)  (8613,1123)  (8541,1008)  (8609,896)  (8768,909)  (8944,870)  (9129,818)  (9030,1088)  (9071,976)  (9118,896)  (9150,1053)  (9209,961)  (9234,856)  (9245,752)  | overflowToLeft=false
Kharga-Western Desert  (6511,4577)  (6512,4513)  (6511,4438)  (6701,4445)  (6781,4486)  (6740,4563)  (6649,4595)  (6506,4370)  (6578,4590)  (6580,4518)  | overflowToLeft=false
Kharkiv  (7297,2470)  (7321,2525)  (7316,2415)  (7237,2463)  (7357,2470)  (7256,2523)  (7254,2417)  (7374,2418)  | overflowToLeft=false
Khartoum-Sudan  (6964,4853)  (7018,4908)  (6958,4908)  (6908,4798)  (6968,4798)  (6904,4853)  (7024,4853)  (7028,4789)  (6898,4918)  (7002,4963)  (6908,4743)  (6968,4743)  (6844,4863)  (7028,4734)  (6942,4973)  (6882,4973)  (7088,4729)  | overflowToLeft=false
Kherson  (6957,2775)  (7008,2746)  (7063,2738)  (7115,2743)  | overflowToLeft=false
Khorasan  (8354,3398)  (8408,3453)  (8348,3453)  (8300,3343)  (8360,3343)  (8294,3398)  (8414,3398)  (8288,3463)  (8420,3332)  (8381,3508)  (8321,3518)  (8374,3277)  | overflowToLeft=false
Kiangsi  (11208,3864)  (11262,3919)  (11202,3919)  (11189,3809)  (11249,3809)  (11148,3864)  (11268,3864)  (11142,3929)  (11309,3764)  (11088,3874)  (11328,3819)  (11028,3892)  | overflowToLeft=false
Kilwa  (6911,5874)  (6911,5819)  (6971,5855)  (6971,5910)  (6857,5949)  (6797,5987)  (7031,5881)  (6823,6042)  (6763,6090)  (6824,6097)  | overflowToLeft=false
King Salmon-Aleut Pen.  (14857,1196)  (14898,1263)  (14917,1173)  (14958,1228)  (14977,1157)  | overflowToLeft=false
Kirov  (7941,1078)  (8023,1028)  (8050,937)  (8017,1116)  (7933,892)  (7836,894)  (7819,1057)  (7723,1053)  (7727,966)  (8094,1070)  | overflowToLeft=false
Kjolen  (6320,797)  (6248,795)  (6293,727)  (6357,652)  (6471,614)  (6536,606)  | overflowToLeft=false
Kodiak Is.  (15120,1227)  | overflowToLeft=false
Kolyma  (12558,560)  (12612,615)  (12552,615)  (12502,505)  (12562,505)  (12498,560)  (12618,560)  (12622,496)  (12492,625)  (12598,670)  (12447,450)  (12507,450)  (12672,615)  (12442,505)  (12438,570)  (12538,680)  (12478,680)  | overflowToLeft=false
Komi  (8292,933)  (8346,988)  (8286,988)  (8236,878)  (8296,878)  (8232,933)  (8352,933)  (8356,869)  (8226,998)  (8376,1043)  (8316,1043)  (8206,823)  (8266,823)  (8326,814)  (8386,814)  (8256,1053)  (8196,1053)  (8166,998)  (8446,791)  | overflowToLeft=false
Konduz  (8770,3267)  | overflowToLeft=false
E.Prussia  (6559,1926)  (6493,1954)  (6427,1940)  (6550,1850)  (6486,1854)  (6516,1805)  | overflowToLeft=true
Konya  (6966,3460)  (6906,3512)  (6906,3457)  (7026,3433)  (7026,3488)  | overflowToLeft=false
Koryak  (13086,1204)  (13140,1259)  (13080,1259)  (13030,1149)  (13090,1149)  (13026,1204)  (13146,1204)  (13150,1140)  (13020,1269)  (13089,1314)  (12975,1094)  (13035,1094)  (13200,1259)  (13095,1085)  (13155,1085)  (12988,1324)  | overflowToLeft=false
Kosice-Munkacs  (6523,2457)  (6560,2565)  (6500,2565)  (6470,2490)  (6496,2424)  (6566,2504)  (6615,2533)  (6601,2573)  | overflowToLeft=false
Kra-Buri  (10226,4949)  (10272,5006)  (10227,4884)  (10235,4805)  (10277,4737)  (10371,5095)  (10301,5058)  | overflowToLeft=false
Krakow-Lublin  (6610,2285)  (6552,2300)  (6572,2185)  (6527,2370)  (6490,2325)  (6500,2240)  (6515,2200)  (6593,2158)  (6613,2205)  (6615,2244)  | overflowToLeft=false
Krasnodar  (7428,2784)  (7368,2805)  (7488,2751)  (7488,2806)  (7548,2787)  (7365,2770)  (7428,2748)  (7436,2816)  (7542,2842)  (7585,2855)  (7301,2830)  (7305,2779)  | overflowToLeft=false
Krasnoyarsk  (10136,1757)  (10190,1812)  (10130,1812)  (10080,1702)  (10140,1702)  (10076,1757)  (10196,1757)  (10200,1693)  (10070,1822)  (10245,1867)  (10185,1867)  (10025,1647)  (10085,1647)  (10250,1812)  (10020,1702)  (10016,1767)  | overflowToLeft=false
Kunming  (10425,3972)  (10479,4027)  (10419,4027)  (10369,3917)  (10429,3917)  (10365,3972)  (10485,3972)  (10489,3908)  (10359,4037)  (10529,4082)  (10539,4027)  (10475,3853)  (10326,4092)  (10599,4058)  | overflowToLeft=false
Kurdistan  (7851,3222)  (7860,3277)  (7800,3277)  (7791,3222)  (7911,3219)  (7765,3167)  | overflowToLeft=false
Kurgan  (8807,2202)  (8784,2120)  (8864,2069)  (8961,2094)  (8979,2160)  (8938,2231)  (8885,2142)  | overflowToLeft=false
Kursk-Vorozneh  (7372,2335)  (7429,2390)  (7312,2349)  (7432,2330)  (7481,2445)  (7252,2362)  (7487,2391)  (7486,2337)  (7190,2369)  (7436,2450)  (7487,2492)  (7523,2439)  | overflowToLeft=false
Kuwait  (7691,3853)  (7786,3891)  | overflowToLeft=false
Kuybysev  (8038,1914)  (7982,1975)  (8011,2055)  (8096,2101)  (8191,2148)  (8199,2081)  (8114,2027)  (8277,2046)  (8324,1974)  (8331,1893)  (8276,1820)  (8184,1794)  (8069,1840)  | overflowToLeft=false
Kwajalein-Marshall Is.  (13665,4833)  (13588,4838)  (13629,4765)  (13546,4766)  (13604,4699)  (13471,4750)  | overflowToLeft=false
Kwangsi  (10793,4056)  (10847,4111)  (10787,4111)  (10737,4001)  (10797,4001)  (10733,4056)  (10853,4056)  (10857,3992)  (10727,4121)  (10867,4166)  (10807,4166)  (10917,3951)  | overflowToLeft=false
Kweichow  (10384,3540)  (10506,3601)  (10437,3609)  (10468,3678)  (10305,3520)  (10313,3429)  (10504,3516)  (10585,3567)  (10453,3447)  (10383,3395)  | overflowToLeft=false
Kyiv-Cen.Ukraine  (6905,2509)  (6909,2452)  (6937,2396)  (6999,2393)  (6974,2451)  (6964,2510)  (7014,2502)  (7020,2445)  | overflowToLeft=false
Kyoto-Osaka  (12192,3313)  (12095,3237)  (12127,3181)  (12238,3258)  | overflowToLeft=false
Kyrgyzstan-Tajikistan  (8939,2763)  (8958,2818)  (8898,2818)  (8946,2708)  (8879,2763)  (8999,2763)  (9006,2696)  (8942,2873)  (9014,2641)  (9074,2628)  (8882,2914)  (8929,2969)  (8930,3024)  | overflowToLeft=false
Kyushu  (11818,3453)  (11891,3556)  (11922,3499)  (11847,3503)  | overflowToLeft=true
Labrador  (1950,1558)  (1890,1592)  (2010,1563)  (1879,1488)  (1830,1591)  (1819,1491)  (1786,1436)  (1770,1550)  (1759,1495)  (1726,1440)  (1724,1383)  (1699,1501)  (1692,1328)  | overflowToLeft=false
Lagos-S.Nigeria  (5398,5284)  (5452,5339)  (5392,5339)  (5342,5229)  (5402,5229)  (5338,5284)  (5458,5284)  (5332,5349)  (5512,5339)  (5572,5327)  (5632,5327)  | overflowToLeft=false
Lanzhou  (10516,3304)  (10570,3359)  (10510,3359)  (10460,3249)  (10520,3249)  (10456,3304)  (10576,3304)  (10580,3240)  (10619,3414)  (10559,3414)  (10430,3194)  | overflowToLeft=false
Laos  (10393,4337)  (10354,4267)  (10397,4138)  (10489,4251)  (10506,4382)  (10547,4448)  (10584,4524)  | overflowToLeft=false
Lapland  (6811,771)  (6717,760)  (6703,690)  (6784,690)  (6657,551)  (6758,508)  (6780,438)  | overflowToLeft=false
Lashio-Shan State  (10193,4168)  (10260,4205)  (10142,4116)  (10121,4041)  (10193,4027)  (10257,4053)  | overflowToLeft=false
Latgale  (6853,1788)  (6828,1843)  (6782,1786)  (6780,1731)  (6840,1733)  (6842,1693)  (6874,1703)  (6882,1750)  (6882,1799)  (6877,1841)  (6793,1813)  (6800,1774)  (6827,1726)  (6757,1768)  | overflowToLeft=true
Latvia  (6709,1647)  (6684,1592)  (6769,1629)  (6570,1645)  (6637,1649)  (6710,1705)  (6773,1687)  (6835,1648)  (6501,1643)  (6555,1587)  | overflowToLeft=true
Leeward Is.  (2020,3891)  | overflowToLeft=false
Leningrad  (6917,1324)  (6971,1379)  (6911,1379)  (6861,1269)  (6921,1269)  (6857,1324)  (6977,1324)  (6981,1267)  (6957,1434)  (7037,1322)  (6890,1431)  (7028,1375)  (6851,1373)  (6796,1323)  (6801,1268)  (7037,1270)  | overflowToLeft=false
Leopoldville-Kinshasa  (5787,5939)  (5895,5961)  (5991,5970)  (6057,5899)  (6082,5828)  (6013,5753)  (5914,5758)  (5888,5854)  | overflowToLeft=false
Lhasa-E.Tibet  (9687,3452)  (9682,3531)  (9774,3569)  (9879,3555)  (9897,3463)  (9869,3377)  (9773,3405)  | overflowToLeft=false
Liberia  (4516,5194)  (4570,5249)  (4456,5193)  | overflowToLeft=false
Lindi  (6849,6212)  (6849,6281)  (7008,6293)  (7011,6237)  | overflowToLeft=false
Line Is.  (15355,5349)  | overflowToLeft=false
Lisbon  (4140,3262)  (4194,3153)  | overflowToLeft=false
Lithuania  (6639,1881)  (6703,1880)  (6702,1815)  (6632,1818)  (6653,1753)  (6585,1751)  (6767,1864)  (6582,1696)  (6517,1699)  (6521,1753)  | overflowToLeft=true
London-S.England  (5053,1865)  (4953,1837)  (4872,1825)  (4875,1757)  (4945,1752)  (5017,1723)  (5112,1785)  (4802,1818)  (4710,1847)  (4715,1785)  (4638,1827)  | overflowToLeft=true
Lorestan  (7841,3399)  (7838,3454)  (7819,3344)  (7849,3509)  | overflowToLeft=false
Lorraine  (5416,2521)  (5360,2535)  (5350,2385)  (5270,2480)  (5296,2540)  (5414,2576)  (5350,2335)  (5361,2290)  | overflowToLeft=false
Los Angeles-S.California  (16055,2692)  (16092,2763)  (16189,2752)  (16186,2680)  (16130,2602)  (16081,2538)  (16024,2443)  | overflowToLeft=false
Lucknow-Oudh  (9206,3753)  (9166,3689)  (9193,3601)  (9243,3535)  (9400,3707)  (9418,3776)  (9403,3837)  | overflowToLeft=false
Lviv  (6799,2510)  (6842,2565)  (6751,2565)  (6835,2455)  (6739,2510)  (6697,2564)  (6674,2518)  (6759,2464)  (6841,2506)  (6805,2565)  | overflowToLeft=false
Madagascar  (7537,6637)  (7467,6736)  (7431,6876)  (7344,6986)  (7365,7113)  (7485,7009)  (7696,6679)  (7694,6585)  (7757,6482)  (7791,6395)  | overflowToLeft=false
Madeira Is.  (3632,4051)  | overflowToLeft=false
Madras  (9084,4722)  (9129,4777)  (9069,4777)  (9092,4667)  (9024,4722)  (9144,4722)  (9152,4654)  (9088,4832)  (8962,4602)  (9146,4599)  (9157,4544)  (9210,4376)  | overflowToLeft=false
Madrid-Cen.Spain  (4510,3314)  (4516,3241)  (4513,3170)  (4594,3332)  (4682,3343)  (4690,3261)  (4690,3197)  | overflowToLeft=false
Magadan  (11766,1523)  (11820,1578)  (11760,1578)  (11723,1468)  (11783,1468)  (11706,1523)  (11826,1523)  (11700,1588)  (11843,1446)  (11815,1633)  (11646,1533)  (11646,1478)  (11755,1643)  (11695,1643)  (11886,1501)  (11640,1588)  | overflowToLeft=false
Majorca  (5001,3256)  | overflowToLeft=false
Makassar-S.Celebs  (11406,5792)  (11438,5737)  (11441,5682)  (11446,5857)  (11445,5928)  | overflowToLeft=false
Malaya  (10323,5153)  (10436,5150)  (10454,5228)  | overflowToLeft=false
Maldives  (8750,5121)  | overflowToLeft=false
Malta  (5873,3861)  | overflowToLeft=false
Manado-N.Celebs  (11497,5536)  (11557,5537)  (11619,5541)  (11684,5545)  (11750,5532)  | overflowToLeft=false
W.Nunavut  (27,1008)  (22,1110)  (24,1199)  (137,1227)  (218,1155)  (224,1024)  (227,904)  (197,805)  (80,792)  (20,876)  | overflowToLeft=false
Manchuria-Manchukuo  (11221,2251)  (11275,2306)  (11215,2306)  (11165,2196)  (11225,2196)  (11161,2251)  (11281,2251)  (11285,2187)  (11155,2316)  (11330,2361)  (11270,2361)  (11110,2141)  (11170,2141)  (11335,2306)  (11105,2196)  | overflowToLeft=false
Manila-Luzon  (11618,4571)  (11604,4626)  (11613,4516)  (11607,4688)  (11676,4717)  (11749,4747)  (11685,4561)  (11680,4499)  (11613,4457)  | overflowToLeft=false
Maputo-S.Mozambique  (6745,6911)  (6797,6966)  (6737,6966)  (6714,6856)  (6778,7021)  (6718,7021)  (6715,6801)  (6775,6790)  (6729,6735)  (6789,6735)  (6672,7099)  (6751,6680)  | overflowToLeft=false
Maracaju  (2239,5461)  (2275,5553)  (2234,5647)  (2101,5785)  (1983,5787)  (1975,5702)  (1992,5623)  | overflowToLeft=false
Mariupol  (7232,2638)  (7231,2589)  (7207,2539)  (7169,2571)  (7167,2627)  (7170,2685)  (7108,2683)  (7102,2628)  (7063,2669)  (7074,2624)  (7122,2598)  | overflowToLeft=true
Marquesas Is.  (15885,6203)  | overflowToLeft=false
Mato Grosso  (2149,5252)  (2004,5215)  (1876,5195)  (1858,5302)  (1903,5429)  (2011,5470)  (2130,5392)  (2216,5327)  | overflowToLeft=false
Mauritania  (4327,4474)  (4340,4574)  (4369,4666)  (4461,4712)  (4464,4611)  (4483,4472)  (4516,4391)  (4502,4304)  (4584,4329)  | overflowToLeft=false
Mazandaran  (8209,3266)  (8216,3321)  (8267,3211)  (8149,3236)  (8269,3266)  (8156,3355)  (8327,3197)  (8185,3410)  | overflowToLeft=false
Mecca  (7402,4418)  (7439,4489)  (7511,4521)  (7538,4455)  (7501,4383)  | overflowToLeft=false


Mecklenburg  (6020,1960)  (5925,1935)  (5960,1895)  (6126,1935)  (6060,1885)  | overflowToLeft=false


Medan-W.Sumatra  (10253,5503)  (10286,5558)  (10199,5448)  (10259,5448)  (10286,5613)  (10172,5393)  (10232,5393)  (10135,5338)  (10099,5283)  (10312,5724)  (10326,5779)  (10367,5858)  (10411,5913)  (10428,5968)  | overflowToLeft=false
Medina-Jeddah  (7236,4201)  (7285,4256)  (7180,4146)  (7240,4146)  (7315,4311)  (7143,4091)  (7203,4091)  (7316,4366)  | overflowToLeft=false
Melbourne-Victoria  (12955,7614)  (12981,7669)  (12921,7669)  (12899,7559)  (12895,7614)  (13015,7594)  (13041,7649)  (12839,7559)  (13101,7639)  | overflowToLeft=false
Mexico City  (91,3509)  (99,3443)  (11,3353)  (82,3347)  | overflowToLeft=false
Michigan-Indiana  (888,2195)  (921,2250)  (861,2250)  (844,2140)  (948,2158)  (801,2296)  (921,2305)  (861,2305)  (845,2085)  (905,2073)  (927,2360)  (867,2360)  (807,2360)  (924,2415)  (864,2415)  | overflowToLeft=false
Midway Is.  (14047,3809)  | overflowToLeft=false
Milan-N.Italy  (5672,2902)  (5500,2877)  (5439,2806)  (5433,2737)  (5566,2762)  (5644,2724)  (5643,2802)  (5744,2916)  | overflowToLeft=false
Minsk  (6922,2010)  (6965,2065)  (6905,2065)  (6899,1955)  (6959,1955)  (6973,2120)  (6975,2008)  (6871,2012)  (6912,1904)  (6917,2118)  (6866,2065)  | overflowToLeft=true
Mobile-Alabama  (775,2779)  (829,2834)  (719,2724)  (779,2724)  (715,2786)  (835,2779)  | overflowToLeft=false
Mogadishu  (7318,5549)  (7288,5604)  (7320,5494)  | overflowToLeft=false
Mogilev  (7046,2068)  (7033,2122)  (7029,2015)  (7059,1971)  (7091,1991)  (7088,2032)  (7101,2077)  (7088,2118)  (7148,2103)  (7147,2045)  | overflowToLeft=false
Moldavia  (6805,2685)  (6766,2630)  (6834,2740)  (6822,2637)  (6882,2786)  (6867,2744)  (6848,2703)  (6772,2679)  (6793,2724)  (6742,2643)  | overflowToLeft=false
Montana  (16538,1964)  (16592,2019)  (16532,2019)  (16482,1909)  (16542,1909)  (16478,1964)  (16598,1964)  (16602,1900)  (16472,2029)  (16652,2019)  (16422,1909)  (16418,1974)  (16658,1955)  (16662,1889)  (16712,2010)  (16362,1919)  | overflowToLeft=false
Montenegro  (6209,3075)  | overflowToLeft=false
Monterrey  (194,3352)  (246,3407)  (186,3407)  (139,3297)  (199,3297)  (254,3352)  (259,3287)  (246,3462)  (83,3242)  (143,3242)  (250,3517)  (28,3187)  (88,3187)  (23,3270)  (190,3525)  (0,3132)  (60,3132)  | overflowToLeft=false
Morocco  (4485,4050)  (4539,4105)  (4479,4105)  (4429,3995)  (4425,4050)  (4545,4003)  (4419,4115)  (4599,4058)  (4599,4113)  (4369,3995)  (4365,4060)  (4605,4000)  (4359,4145)  (4659,4055)  (4309,4005)  (4305,4090)  (4665,3976)  | overflowToLeft=false
Moscow-Cen.Russia  (7763,1755)  (7860,1755)  (7782,1835)  (7875,1866)  (7951,1813)  (7663,1795)  (7650,1720)  (7791,1680)  (7632,1620)  (7558,1574)  (7576,1495)  (7635,1550)  (7753,1591)  (7679,1465)  (7775,1511)  | overflowToLeft=false
Mosul-Kirkuk  (7622,3507)  (7630,3437)  (7697,3476)  (7767,3478)  (7739,3410)  | overflowToLeft=false
Mozhaysk-Kaluga  (7484,1844)  (7557,1843)  (7470,1984)  (7473,1921)  (7543,1921)  (7614,1952)  (7613,1892)  (7470,1782)  (7539,1782)  (7475,1719)  (7537,1719)  (7682,1924)  | overflowToLeft=false
Mukden-Port Arthur  (11288,2786)  (11337,2841)  (11277,2841)  (11274,2731)  (11334,2731)  (11348,2786)  (11217,2844)  (11315,2896)  (11217,2676)  (11277,2676)  (11257,2621)  | overflowToLeft=false
Murmansk  (6927,532)  (6981,587)  (6880,477)  (6940,477)  (6868,590)  (6867,535)  (6987,532)  (6869,645)  (7041,587)  (7047,499)  (7101,554)  (7101,609)  | overflowToLeft=false
Muscat  (8250,4385)  (8259,4440)  (8241,4330)  (8301,4330)  (8199,4467)  (8235,4275)  (8295,4275)  (8355,4275)  (8139,4507)  (8212,4522)  (8152,4562)  | overflowToLeft=false
N.Burma  (9858,4033)  (9895,4104)  (9968,4166)  (10063,4148)  (10053,4062)  (9974,4091)  (10052,3947)  (9946,3911)  (9871,3956)  (9874,3857)  (9808,3781)  (9891,3743)  | overflowToLeft=false
